key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-902925422,Deconstructing the sex bias in allergy and autoimmunity: From sex hormones and beyond,2019,,,,1557-8445 0065-2776 9780128177044,142,,35-64,"Laffont, S. and Guéry, J. C.",https://www.embase.com/search/results?subaction=viewrecord&id=L2001910321&from=exporthttp://dx.doi.org/10.1016/bs.ai.2019.04.001,,,,"Men and women differ in their susceptibility to develop autoimmunity and allergy but also in their capacity to cope with infections. Mechanisms responsible for this sexual dimorphism are still poorly documented and probably multifactorial. This review discusses the recent development in our understanding of the cell-intrinsic actions of biological factors linked to sex, sex hormones and sex chromosome complement, on immune cells, which may account for the sex differences in the enhanced susceptibility of women to develop immunological disorders, such as allergic asthma or systemic lupus erythematosus (SLE). We choose to more specifically discuss the impact of sex hormones on the development and function of immune cell populations directly involved in type-2 immunity, and the role of the X-linked Toll like receptor 7 (TLR7) in anti-viral immunity and in SLE. We will also elaborate on the recent evidence demonstrating that TLR7 escapes from X chromosome inactivation in the immune cells of women, and how this may contribute to endow woman immune system with enhanced responsiveness to RNA-virus and susceptibility to SLE.","L2001910321 2019-05-14 2019-07-16 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: body,immune,autoimmune",10.1016/bs.ai.2019.04.001,androgen receptor;sex hormone;toll like receptor 7;allergic airway inflammation;allergic asthma;allergy;autoimmunity;B lymphocyte;biological activity;cell activity;cell population;disease course;disease predisposition;disease severity;gene dosage;germinal center;hormone determination;human;immune response;immune system;immunity;immunocompetent cell;immunological technique;immunopathology;karyotype;lymphoid cell;nonhuman;prevalence;priority journal;regulatory mechanism;RNA virus;sex;sex chromosome;sex difference;signal transduction;systemic lupus erythematosus;treatment response;virus like agent;X chromosome inactivation;Bias (Epidemiology);Gonadal Steroid Hormones,,
rayyan-902925431,Autoimmunity and Klinefelter's syndrome: when men have two X chromosomes,2009,8,,J Autoimmun,0896-8411 (Print) 0896-8411,33,1,31-34,"Sawalha, A. H. and Harley, J. B. and Scofield, R. H.",,,,,"Similar to other autoimmune diseases, systemic lupus erythematosus (SLE) predominately affects women. Recent reports demonstrate excess Klinefelter's among men with SLE and a possible under-representation of Turner's syndrome among women with SLE as well as a case report of a 46,XX boy with SLE. These data suggest that risk of SLE is related to a gene dose effect for the X chromosome. Such an effect could be mediated by abnormal inactivation of genes on the X chromosome as has been demonstrated for CD40L, or by genetic polymorphism as has been demonstrated for Xq28. On the other hand, a gene dose effect could also be mediated by a gene without an SLE-associated polymorphism in that a gene that avoids X inactivation will have a higher level of expression in persons with two X chromosomes.","1095-9157 Sawalha, Amr H Harley, John B Scofield, R Hal R03 AI076729/AI/NIAID NIH HHS/United States P20 RR015577/RR/NCRR NIH HHS/United States R03 AI076729-02/AI/NIAID NIH HHS/United States P20 RR015577-105543/RR/NCRR NIH HHS/United States P20 RR020143-07/RR/NCRR NIH HHS/United States P20 RR020143/RR/NCRR NIH HHS/United States R03 AI076729-01/AI/NIAID NIH HHS/United States P30 AR053483/AR/NIAMS NIH HHS/United States P20 RR020143-06/RR/NCRR NIH HHS/United States Journal Article Review England 2009/05/26 J Autoimmun. 2009 Aug;33(1):31-4. doi: 10.1016/j.jaut.2009.03.006. Epub 2009 May 22. | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune,chromosomal",10.1016/j.jaut.2009.03.006,"Aneuploidy;Animals;CD40 Ligand/genetics/immunology;*Chromosomes, Human, X;Female;Gene Dosage/immunology;Genetic Predisposition to Disease;Humans;Klinefelter Syndrome/complications/epidemiology/*genetics/*immunology;Lupus Erythematosus, Systemic/complications/epidemiology/*genetics/immunology;Male;Polymorphism, Genetic;Risk Factors;*Sex Chromosome Aberrations;Sex Factors;Klinefelter Syndrome;X Chromosome;Autoimmunity",,
rayyan-902925439,Enjoy the silence: X-chromosome inactivation diversity in somatic cells,2019,,,Current Opinion in Genetics and Development,1879-0380 0959-437X,55,,26-31,"Sierra, I. and Anguera, M. C.",https://www.embase.com/search/results?subaction=viewrecord&id=L2001975757&from=exporthttp://dx.doi.org/10.1016/j.gde.2019.04.012,,,,"The imbalance of sex chromosomes between females (XX) and males (XY) necessitates strict regulation of X-linked gene expression. X-Chromosome Inactivation (XCI) selects one X for transcriptional silencing in the early embryo, generating an epigenetically distinct and transcriptionally silent X that is maintained into adulthood. Some genes on the inactive X escape XCI, and human somatic cells have a greater number of escape genes compared to mice. Advances with single-cell technologies have revealed human-specific escape genes in fibroblasts and immune cells, some of which exhibit cell and tissue specificity. Here, we review recent discoveries of dynamic XCI in female immune cells, which have changed our understanding of XCI maintenance, and discuss how some X-linked genes might become overexpressed in female-biased autoimmunity.","L2001975757 2019-05-22 2019-05-29 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: immune,autoimmune",10.1016/j.gde.2019.04.012,CD40 ligand;chemokine receptor CXCR3;toll like receptor 7;autoimmunity;B lymphocyte;epigenetics;gene dosage;gene expression regulation;gene silencing;genetic heterogeneity;heterochromatin;human;lymphocyte activation;nonhuman;priority journal;review;RNA transcription;sex difference;somatic cell;systemic lupus erythematosus;T lymphocyte;X chromosome inactivation;X Chromosome,,
rayyan-902925444,Nonhormonal explanations for sex discrepancy in human illness: Annals of the New York Academy of Sciences,2010,,,,1749-6632 0077-8923 9781573317696,1193,,22-24,"Lockshin, M. D.",https://www.embase.com/search/results?subaction=viewrecord&id=L358684155&from=exporthttp://dx.doi.org/10.1111/j.1749-6632.2009.05293.x,,,,"Autoimmune illnesses have sex ratios that range from 10:1 female predominant to 1:3 male predominant. Potential genetic/chromosomal explanations include differences in X and Y chromosome genes, mutations or deletions of sex chromosomes, skewed inactivation of X chromosome genes, and gene imprinting. The latter may reflect epigenetic environmentally induced differences between the sexes. In addition, environmental exposure differences may explain sex differences in disease incidence. Pregnancy adds its own set of differences that may change susceptibility to autoimmune illnesses. Biological sex differences in immune function, especially those induced by sex hormones, are less likely explanations of sex differences. © 2010 New York Academy of Sciences.","L358684155 2010-04-30 2010-05-27 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1111/j.1749-6632.2009.05293.x,estrogen;interleukin 1 receptor associated kinase 1;interleukin 13 receptor alpha2;sex hormone;toll like receptor 7;allergy;ankylosing spondylitis;autoimmune disease;autoimmune hemolytic anemia;conference paper;Crohn disease;disease predisposition;DNA methylation;environmental exposure;epigenetics;genetic risk;genome imprinting;Goodpasture syndrome;Graves disease;Hashimoto disease;human;immune response;immunization;infection;microchimerism;morbidity;pregnancy;primary biliary cirrhosis;rheumatoid arthritis;scleroderma;sex chromosome;sex difference;sex ratio;Sjoegren syndrome;systemic lupus erythematosus;thrombocytopenic purpura;X chromosome;X chromosome inactivation;Y chromosome;Humanities;Humanism;Humans,,
rayyan-902925445,X chromosome inactivation and autoimmunity,2010,8,,Clin Rev Allergy Immunol,1080-0549,39,1,20-29,"Brooks, W. H.",,,,,"Autoimmune diseases appear to have multiple contributing factors including genetics, epigenetics, environmental factors, and aging. The predominance of females among patients with autoimmune diseases suggests possible involvement of the X chromosome and X chromosome inactivation. X chromosome inactivation is an epigenetic event resulting in multiple levels of control for modulation of the expression of X-linked genes in normal female cells such that there remains only one active X chromosome in the cell. The extent of this control is unique among the chromosomes and has the potential for problems when regulation is disrupted. Here we discuss the X chromosome inactivation process and how the X chromosome and X chromosome inactivation may be involved in development of autoimmune disorders.","1559-0267 Brooks, Wesley H Journal Article Review United States 2009/08/05 Clin Rev Allergy Immunol. 2010 Aug;39(1):20-9. doi: 10.1007/s12016-009-8167-5. | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1007/s12016-009-8167-5,"Animals;Autoimmune Diseases/*genetics/immunology/metabolism;*Chromosomes, Human, X/immunology;DNA Methylation;Disease Susceptibility;Female;Gene Silencing/immunology;Granulomatous Disease, Chronic/genetics;Humans;Hydrolases/immunology/metabolism;Protein-Arginine Deiminase Type 4;Sex Chromosome Disorders/*genetics/immunology/metabolism;Sex Factors;Signal Transduction/immunology;Spermine/immunology;*X Chromosome Inactivation;X Chromosome",,
rayyan-902925451,Sex bias in paediatric autoimmune disease - Not just about sex hormones?,2016,,,Journal of Autoimmunity,1095-9157 0896-8411,69,,12-23,"Chiaroni-Clarke, R. C. and Munro, J. E. and Ellis, J. A.",https://www.embase.com/search/results?subaction=viewrecord&id=L608922858&from=exporthttp://dx.doi.org/10.1016/j.jaut.2016.02.011,,,,"Autoimmune diseases affect up to 10% of the world's population, and approximately 80% of those affected are female. The majority of autoimmune diseases occur more commonly in females, although some are more frequent in males, while others show no bias by sex. The mechanisms leading to sex biased disease prevalence are not well understood. However, for adult-onset autoimmune disease, at least some of the cause is usually ascribed to sex hormones. This is because levels of sex hormones are one of the most obvious physiological differences between adult males and females, and their impact on immune system function is well recognised. While for paediatric-onset autoimmune diseases a sex bias is not as common, there are several such diseases for which one sex predominates. For example, the oligoarticular subtype of juvenile idiopathic arthritis (JIA) occurs in approximately three times more girls than boys, with a peak age of onset well before the onset of puberty, and at a time when levels of androgen and oestrogen are low and not strikingly different between the sexes. Here, we review potential explanations for autoimmune disease sex bias with a particular focus on paediatric autoimmune disease, and biological mechanisms outside of sex hormone differences.","L608922858 2016-04-21 2016-05-05 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: body,autoimmune",10.1016/j.jaut.2016.02.011,sex hormone;autoimmune disease;childhood disease;epigenetics;gender bias;genetic risk;genetics;human;immune response;priority journal;review;sexually dimorphic immune response;X chromosome;X chromosome inactivation;Y chromosome;Autoimmune Diseases;Bias (Epidemiology);Autoimmunity,,
rayyan-902925456,X chromosome signatures associated with the microRNome of human peripheral blood CD4+ T cells; integrating the epimicroRNome into the molecular basis of human lupus,2010,,,Lupus,0961-2033,19,,9,"Hewagama, A. and Croos-Dabrera, M. and Yarlagadda, S. and Patel, D. and Richardson, B.",https://www.embase.com/search/results?subaction=viewrecord&id=L70443556&from=exporthttp://dx.doi.org/10.1177/09612033100190010101,,,,"Objectives: Hypomethylation of regulatory sequences correlates with active transcription. Sequences on the inactive X may cause gene overexpression upon demethylation. X chromosome inactivation has been implicated in female predisposition to autoimmunity. Here we have investigated the epigenetic regulation of X chromosome miRNAs in CD4+ T cells to identify the effect of miRNA on gender bias in autoimmunity. Method: Methylation sensitive mRNA and miRNA from CD4+ T cells were identified by using experimentally demethylated in vitro system using DNA methyltransferase inhibitor 5-aza-2'-deoxycytidine (5-azaC). Transcript profiling for isolated RNA was performed by using Affymetrix GeneChip Human Genome U133 Plus 2.0 Array. Genome-wide qPCR miRNA expression profiling was performed using System Biosciences (SBI) QuantiMir™ RT Kit. Results from hypomethylated experiments were compared to expression profiles from active lupus patients to identify methylation sensitive genes differentially expressed in lupus patients. Most likely oppositely-correlated miRNA: RNA interactions were identified by RNA22 tool from IBM research. Results: When the differential expression between women and men were compared without T cell stimulation, 5-AzaC caused a total of 97 genes to differentially express between women and men of which 78 were female biased genes. However, PMA-ionomycin stimulation caused downregulation of 157 genes out of 170 differentially expressed genes in women. Using a factor of 2 fold as a cut-off, we identified a total of 104 miRNAs up-regulated in 5AzaC treated CD4+ T cells, of which 27 were female biased and 11 were male biased. The X chromosome encoded miRNAs; hsa-let-7f-2∗, hsa-miR-503, hsa-miR-421, hsa-miR-188-3p, hsa-miR-513-a- 3p and hsa-miR-374a were found to be expressed higher in women compared to men in when the DNA was hypomethylated. Furthermore hsa-let-7f-2∗, hsa-miR-503 and hsa-miR-188-3p were highly expressed in active female lupus patients tested (n =4) compared to the healthy controls. Functional Annotation clustering of these miRNA targets revealed that the genes belonging to “response to stress” category being most affected. Conclusion: These results suggest that the miRNA overexpression due to DNA demethylation may contribute to the downregulation of genes observed in hypomethylated CD4+T cells. Furthermore, the demethylation of X chromosome resulting in elevated levels of X chromosome miRNAs, may play a major role in the decreased mRNA levels in stimulated CD4+ T cells in women. This in turn may contribute to the gender differences of gene expression levels. Better understanding of the intertwined connection between epigenetics to miRNAs and gene expression could add a new dimension to the understanding of molecular mechanisms leading to gender bias in autoimmune diseases.","L70443556 2011-06-27 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1177/09612033100190010101,CD4 antigen;microRNA;DNA;messenger RNA;RNA;DNA methyltransferase inhibitor;decitabine;ionomycin;human;T lymphocyte;X chromosome;blood;female;gene;patient;demethylation;methylation;gender bias;gene expression;autoimmunity;gene overexpression;X chromosome inactivation;disease predisposition;in vitro study;human genome;genome;cell stimulation;stimulation;male;epigenetics;autoimmune disease;sex difference;regulatory sequence;Humanities;Humanism;Humans;X Chromosome,,
rayyan-902925458,Role of gender in multiple sclerosis: Clinical effects and potential molecular mechanisms,2011,,,Journal of Neuroimmunology,0165-5728,234,1,7-18,"Greer, J. M. and McCombe, P. A.",https://www.embase.com/search/results?subaction=viewrecord&id=L51361959&from=exporthttp://dx.doi.org/10.1016/j.jneuroim.2011.03.003,,,,"Multiple sclerosis (MS) is more prevalent in females than males, and this female predominance is increasing as time goes by. Additionally, gender appears to play critical roles in development, progression and treatment of MS, and is therefore an aspect that should always be considered in the design and interpretation of research and clinical trials for MS. In this review, factors that could potentially explain the gender-biased observations in MS are discussed. These include sex-specific differences between the male and female immune systems and nervous systems, genetic and epigenetic or environmental-related effects, the effects of gonadal hormones, and materno-fetal interactions. © 2011 Elsevier B.V.","L51361959 2011-04-08 2011-05-23 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: immune,autoimmune,neurological",10.1016/j.jneuroim.2011.03.003,4 aminobutyric acid A receptor alpha3;beta interferon;estrogen;glatiramer;HLA DR antigen;microRNA;placebo;progesterone;sex hormone;testis determining factor;testosterone;vitamin D;CD4+ T lymphocyte;disease course;disease severity;disease transmission;genetic modification;drug efficacy;environmental factor;epigenetics;extrachromosomal inheritance;genetic risk;genetic susceptibility;genome imprinting;hormone response;human;immune system;immunopathogenesis;menstrual cycle;molecular dynamics;multiple sclerosis;neuropathology;neuroprotection;nonhuman;onset age;placental transfer;pregnancy;prevalence;priority journal;prognosis;puerperium;relapse;review;sex difference;treatment response;X chromosome;X chromosome inactivation;Y chromosome;Multiple Sclerosis,,
rayyan-902925464,Sex Differences in Autoimmune Disease,2006,,,Reproductive and Hormonal Aspects of Systemic Autoimmune Diseases,978-0-08-046095-6 J9 - HANDB SYST AUTOIMMUN,4,,3-10,"Lockshin, M. D.",,,,,,"Times Cited in Web of Science Core Collection: 1 Total Times Cited: 1 Cited Reference Count: 39 | RAYYAN-INCLUSION: {""Nala""=>""Maybe""} | RAYYAN-LABELS: autoimmune",10.1016/s1571-5078(05)04002-x,systemic-lupus-erythematosus;x-chromosome inactivation;rheumatoid-arthritis;ankylosing-spondylitis;mice;induction;susceptibility;pregnancy;cells;flare;Sex Characteristics;Autoimmune Diseases;Autoimmunity,,
rayyan-902925465,Sexual dimorphism in SLE: above and beyond sex hormones,2019,1,,Lupus,0961-2033 1477-0962 J9 - LUPUS,28,1,3-10,"Christou, E. A. A. and Banos, A. and Kosmara, D. and Bertsias, G. and Boumpas, D. T.",,,,,"Systemic lupus erythematosus (SLE) is characterized by aberrant production of auto-antibodies and a sexual dimorphism both in the phenotypic expression and frequency of the disease between males and females. The striking female predominance was initially attributed primarily to sex hormones. However, recent data challenge this simplistic view and point more towards genetic and epigenetic factors accounting for this difference. More specifically, several SLE-associated single-nucleotide polymorphisms (SNPs) have been found to play an important role in the gender predilection in SLE. Their effect is mediated through their involvement in sex-hormone and immune system signalling and dysregulation of the expression of genes and miRNAs pertinent to the immune system. Additionally, the genetic factors are interchangeably associated with epigenetic modifications such as DNA methylation and histone modification, thus revealing a highly complex network of responsible mechanisms. Of importance, disturbance in the epigenetic process of X chromosome inactivation in females as well as in rare X chromosome abnormalities leads to increased expression of X-linked immune-related genes and miRNAs, which might predispose females to SLE. Microbiota dysbiosis has also been implicated in the sexual dimorphism by the production of oestrogens within the gut and the regulation of oestrogen-responsive immune-related genes. Sexual dimorphism in SLE is an area of active research, and elucidation of its molecular basis may facilitate ongoing efforts towards personalized care.","Times Cited in Web of Science Core Collection: 25 Total Times Cited: 26 Cited Reference Count: 50 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1177/0961203318815768,Female predominance;lupus;genetic;epigenetic;microbiota;hormones;SYSTEMIC-LUPUS-ERYTHEMATOSUS;T-CELLS;GUT MICROBIOME;GENDER BIAS;GENES;WOMEN;INACTIVATION;PATHOGENESIS;ASSOCIATION;EXPRESSION;Gonadal Steroid Hormones,,
rayyan-902925466,Female predominance of autoimmune diseases: Do lymphocytes have a sex?,2021,,,Revue du Rhumatisme Monographies,2212-0920 1878-6227,88,1,3-7,"Miquel, C. H. and Youness, A. and Guéry, J. C.",https://www.embase.com/search/results?subaction=viewrecord&id=L2010712478&from=exporthttp://dx.doi.org/10.1016/j.monrhu.2020.10.002,,,,"Women represent 80% of people affected by autoimmune diseases. Although, many studies have demonstrated a role for sex hormone receptor signaling, particularly estrogens, in the direct regulation of innate and adaptive components of the immune system involved in autoimmunity, recent data demonstrate that female sex hormones are not the only cause of the female predisposition. In addition to the action of sex steroid hormones, there is growing evidence for a role of genetic factors linked to the X chromosome. In female mammals, following the mechanisms of X chromosome inactivation (ICX), one of the two X chromosomes is randomly inactivated, resulting in a cellular mosaicism, where about one-half of the cells in a tissue express the maternal X chromosome and the other half the paternal one. However, 15–23% of inactive X (Xi) genes escape XCI, contributing to the emergence of a female specific heterogeneous population of cells expressing the same gene from both X chromosomes. Among these genes, some immune-related genes have recently been identified. Although the direct contribution of this genetic mechanism in the female susceptibility to autoimmunity remains to be fully established, the cellular mosaicism resulting from XCI and escape from XCI is likely to create a unique functional plasticity within female immune cells.","L2010712478 2021-02-26 2021-03-15 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1016/j.monrhu.2020.10.002,estrogen;sex hormone;autoimmune disease;disease predisposition;female;heredity;human;immune-related gene;immunocompetent cell;lymphocyte;male;mosaicism;sex difference;short survey;X chromosome inactivation;Autoimmune Diseases;Lymphocytes;Autoimmunity,,
rayyan-902925475,Escape from x chromosome inactivation and the female predominance in autoimmune diseases,2021,,,International Journal of Molecular Sciences,1422-0067 1661-6596,22,3,1-12,"Youness, A. and Miquel, C. H. and Guéry, J. C.",https://www.embase.com/search/results?subaction=viewrecord&id=L2005866892&from=exporthttp://dx.doi.org/10.3390/ijms22031114,,,,"Women represent 80% of people affected by autoimmune diseases. Although, many studies have demonstrated a role for sex hormone receptor signaling, particularly estrogens, in the direct regulation of innate and adaptive components of the immune system, recent data suggest that female sex hormones are not the only cause of the female predisposition to autoimmunity. Besides sex steroid hormones, growing evidence points towards the role of X-linked genetic factors. In female mammals, one of the two X chromosomes is randomly inactivated during embryonic development, resulting in a cellular mosaicism, where about one-half of the cells in a given tissue express either the maternal X chromosome or the paternal one. X chromosome inactivation (XCI) is however not complete and 15 to 23% of genes from the inactive X chromosome (Xi) escape XCI, thereby contributing to the emergence of a female-specific heterogeneous population of cells with bi-allelic expression of some X-linked genes. Although the direct contribution of this genetic mechanism in the female susceptibility to autoimmunity still remains to be established, the cellular mosaicism resulting from XCI escape is likely to create a unique functional plasticity within female immune cells. Here, we review recent findings identifying key immune related genes that escape XCI and the relationship between gene dosage imbalance and functional responsiveness in female cells.","L2005866892 2021-02-02 2021-02-09 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.3390/ijms22031114,histone demethylase;interferon regulatory factor 5;lysine demethylase 6a;RNA;toll like receptor 7;unclassified drug;autoimmune disease;female;gene dosage;genetic polymorphism;human;immune-related gene;male;nonhuman;protein localization;review;sex difference;X chromosome inactivation;Autoimmune Diseases;X Chromosome,,
rayyan-902925479,Gender as risk factor for autoimmune diseases,2007,2,,Journal of Autoimmunity,0896-8411 1095-9157 J9 - J AUTOIMMUN,28,1,1-6,"Gleicher, N. and Barad, D. H.",,,,,"Most autoimmune diseases occur significantly more frequently in women than men. This female preponderance for abnormal autoimmune function has largely gone unexplained. Many investigations have concentrated on the effects of female and male sex hormones on immune function, by suggesting that estrogens favor the antibody production-enhancing Th2 response and, by doing so, possibly, increase the risk towards abnormal autoimmune function. Others have suggested that women are genetically predisposed towards abnormal autoimmune function, possibly because the X chromosome may confer susceptibility towards tolerance breakdown. Recent developments have, however, opened new research avenues. The possible association between persistent fetal-maternal microchimerism and the development of autoimmune diseases has attracted special interest. Since, in analogy to allogeneic organ transplantation, fetal-maternal (and maternal-fetal) microchimerism may play an important role in the immunologic tolerance of the fetal semi-allograft, female preponderance for autoimmune diseases may be understood as a consequence of increased allogeneic cell traffic in females (in comparison to males), increased risk for long-term microchimerism and, therefore, as a consequence of the former two, the development of abnormal autoimmunity. Under an evolutionary view point the occurrence of antoimmune diseases, in general, can be seen as the price to be paid for successful reproduction. In view of increased exposure to cell traffic, women, of course, would be expected to pay a higher price, reflected in more autoimmunity. (c) 2007 Elsevier Ltd. All rights reserved.","Times Cited in Web of Science Core Collection: 237 Total Times Cited: 245 Cited Reference Count: 55 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1016/j.jaut.2006.12.004,autoimmunity;autoimmune diseases;gender;gender differences;microchimerism;cell traffic;pregnancy;vaginal delivery;cesarean section;sex hormones;evolution;X-CHROMOSOME INACTIVATION;REPRODUCTIVE FAILURE;SEX-DIFFERENCES;FETAL CELLS;MATERNAL TISSUE;WOMEN;AUTOANTIBODIES;INFERTILITY;Autoimmune Diseases,,
rayyan-902925484,Autoimmunity in women: an eXamination of eXisting models,2020,,,Clinical Immunology,1521-7035 1521-6616,210,,,"Yuen, G. J.",https://www.embase.com/search/results?subaction=viewrecord&id=L2003685615&from=exporthttp://dx.doi.org/10.1016/j.clim.2019.108270,,,,"Women comprise over 80% of the affected individuals for many autoimmune conditions. Although sex-specific differences in sex hormones are thought to contribute to the female predisposition to autoimmunity, emerging evidence also suggests an intriguing role of both physiological and dysregulated X-chromosome inactivation. Furthermore, recent studies have demonstrated that many immune genes encoded on the X chromosome are expressed biallelically, and the contribution of these sex-specific differences in immune gene dosage to autoimmunity remains to be fully explored. This review highlights recent developments in this field and discusses questions that remain unanswered.","L2003685615 2019-11-12 2019-11-15 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1016/j.clim.2019.108270,autoimmune disease;autoimmunity;disease predisposition;female;human;lymphocyte activation;pathology;physiological process;priority journal;pseudoautosomal region;review;sex difference;X chromosome inactivation;Autoimmunity,,
rayyan-902925492,Altered X-chromosome inactivation in T cells may promote sex-biased autoimmune diseases,2019,4,4,JCI Insight,2379-3708,4,7,,"Syrett, C. M. and Paneru, B. and Sandoval-Heglund, D. and Wang, J. and Banerjee, S. and Sindhava, V. and Behrens, E. M. and Atchison, M. and Anguera, M. C.",,,,,"Systemic lupus erythematosus (SLE) is an autoimmune disorder that predominantly affects women and is driven by autoreactive T cell-mediated inflammation. It is known that individuals with multiple X-chromosomes are at increased risk for developing SLE; however, the mechanisms underlying this genetic basis are unclear. Here, we use single cell imaging to determine the epigenetic features of the inactive X (Xi) in developing thymocytes, mature T cell subsets, and T cells from SLE patients and mice. We show that Xist RNA and heterochromatin modifications transiently reappear at the Xi and are missing in mature single positive T cells. Activation of mature T cells restores Xist RNA and heterochromatin marks simultaneously back to the Xi. Notably, X-chromosome inactivation (XCI) maintenance is altered in T cells of SLE patients and late-stage-disease NZB/W F1 female mice, and we show that X-linked genes are abnormally upregulated in SLE patient T cells. SLE T cells also have altered expression of XIST RNA interactome genes, accounting for perturbations of Xi epigenetic features. Thus, abnormal XCI maintenance is a feature of SLE disease, and we propose that Xist RNA localization at the Xi could be an important factor for maintaining dosage compensation of X-linked genes in T cells.","2379-3708 Syrett, Camille M Paneru, Bam Sandoval-Heglund, Donavon Wang, Jianle Banerjee, Sarmistha Sindhava, Vishal Behrens, Edward M Atchison, Michael Anguera, Montserrat C T32 HD083185/HD/NICHD NIH HHS/United States R01 GM111384/GM/NIGMS NIH HHS/United States T32 GM007229/GM/NIGMS NIH HHS/United States F31 GM123604/GM/NIGMS NIH HHS/United States R01 AI079002/AI/NIAID NIH HHS/United States K12 HD085848/HD/NICHD NIH HHS/United States R21 AI124084/AI/NIAID NIH HHS/United States Journal Article Research Support, N.I.H., Extramural Research Support, Non-U.S. Gov't United States 2019/04/05 JCI Insight. 2019 Apr 4;4(7):e126751. doi: 10.1172/jci.insight.126751. eCollection 2019 Apr 4. | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune",10.1172/jci.insight.126751,"Animals;Autoimmunity/*genetics;Child;Datasets as Topic;Disease Models, Animal;Female;Heterochromatin/genetics/metabolism;Histones/genetics/metabolism;Humans;Lupus Erythematosus, Systemic/blood/*genetics/immunology;Lymphocyte Activation;Male;Mice;RNA, Long Noncoding/genetics/metabolism;RNA-Seq;Sex Factors;Single-Cell Analysis;Spleen/cytology;T-Lymphocyte Subsets/*immunology/metabolism;T-Lymphocytes/*immunology/metabolism;X Chromosome/genetics/metabolism;X Chromosome Inactivation/*immunology;Autoimmunity;Cell Biology;Epigenetics;Noncoding RNAs;T cell development;Autoimmune Diseases",,
rayyan-902925497,TLR7 escapes X chromosome inactivation in immune cells,2018,,,Science Immunology,2470-9468,3,19,,"Souyris, M. and Cenac, C. and Azar, P. and Daviaud, D. and Canivet, A. and Grunenwald, S. and Pienkowski, C. and Chaumeil, J. and Mejía, J. E. and Guéry, J. C.",https://www.embase.com/search/results?subaction=viewrecord&id=L2001689796&from=exporthttp://dx.doi.org/10.1126/sciimmunol.aap8855,,,,"Toll-like receptor 7 (TLR7) is critical to the induction of antiviral immunity, but TLR7 dosage is also a key pathogenic factor in systemic lupus erythematosus (SLE), an autoimmune disease with strong female bias. SLE prevalence is also elevated in individuals with Klinefelter syndrome, who carry one or more supernumerary X chromosomes, suggesting that the X chromosome complement contributes to SLE susceptibility. TLR7 is encoded by an X chromosome locus, and we examined here whether the TLR7 gene evades silencing by X chromosome inactivation in immune cells from women and Klinefelter syndrome males. Single-cell analyses of TLR7 allelic expression demonstrated that substantial fractions of primary B lymphocytes, monocytes, and plasmacytoid dendritic cells not only in women but also in Klinefelter syndrome males express TLR7 on both X chromosomes. Biallelic B lymphocytes from women displayed greater TLR7 transcriptional expression than the monoallelic cells, correlated with higher TLR7 protein expression in female than in male leukocyte populations. Biallelic B cells were preferentially enriched during the TLR7-driven proliferation of CD27+ plasma cells. In addition, biallelic cells showed a greater than twofold increase over monoallelic cells in the propensity to immunoglobulin G class switch during the TLR7-driven, T cell–dependent differentiation of naive B lymphocytes into immunoglobulin-secreting cells. TLR7 escape from X inactivation endows the B cell compartment with added responsiveness to TLR7 ligands. This finding supports the hypothesis that enhanced TLR7 expression owing to biallelism contributes to the higher risk of developing SLE and other autoimmune disorders in women and in men with Klinefelter syndrome.","L2001689796 2019-03-20 2019-06-28 | RAYYAN-INCLUSION: {""Nala""=>""Included""} | RAYYAN-LABELS: autoimmune,chromosomal",10.1126/sciimmunol.aap8855,CD27 antigen;immunoglobulin G;toll like receptor 7;allele;article;B lymphocyte;cell compartmentalization;cell proliferation;controlled study;dendritic cell;female;gene expression;gene product;human;human cell;immunocompetent cell;immunoglobulin class switching;Klinefelter syndrome;lymphocyte differentiation;monocyte;plasmacytoma cell line;priority journal;single cell analysis;T lymphocyte;TLR7 gene;X chromosome inactivation;X Chromosome,,
