"","key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id"
"180","rayyan-902924852","X Chromosome Dosage Influences DNA Methylation Dynamics during Reprogramming to Mouse iPSCs",2018,NA,NA,"Stem Cell Reports","2213-6711",10,5,"1537-1550","Pasque, V. and Karnik, R. and Chronis, C. and Petrella, P. and Langerman, J. and Bonora, G. and Song, J. and Vanheer, L. and Sadhu Dimashkie, A. and Meissner, A. and Plath, K.","https://www.embase.com/search/results?subaction=viewrecord&id=L2000659476&from=exporthttp://dx.doi.org/10.1016/j.stemcr.2018.03.019",NA,NA,NA,"A dramatic difference in global DNA methylation between male and female cells characterizes mouse embryonic stem cells (ESCs), unlike somatic cells. We analyzed DNA methylation changes during reprogramming of male and female somatic cells and in resulting induced pluripotent stem cells (iPSCs). At an intermediate reprogramming stage, somatic and pluripotency enhancers are targeted for partial methylation and demethylation. Demethylation within pluripotency enhancers often occurs at ESC binding sites of pluripotency transcription factors. Late in reprogramming, global hypomethylation is induced in a female-specific manner. Genome-wide hypomethylation in female cells affects many genomic landmarks, including enhancers and imprint control regions, and accompanies the reactivation of the inactive X chromosome. The loss of one of the two X chromosomes in propagating female iPSCs is associated with genome-wide methylation gain. Collectively, our findings highlight the dynamic regulation of DNA methylation at enhancers during reprogramming and reveal that X chromosome dosage dictates global DNA methylation levels in iPSCs. Somatic cells can be reprogrammed to iPSCs, inducing reactivation of the inactive X chromosome. Using genome-scale DNA methylation analyses, Plath, Pasque, and colleagues show that iPSCs adopt sex-specific differences in global DNA methylation that correlate with the presence of two active X chromosomes. Upon culture, female iPSCs lose one of the two X chromosomes and adopt male-like DNA methylation.","L2000659476 2018-04-23 2018-06-14","10.1016/j.stemcr.2018.03.019","DNA;transcription factor;animal cell;article;binding site;DNA demethylation;DNA methylation;embryo;enhancer region;female;genome imprinting;induced pluripotent stem cell;male;mouse;mouse embryonic stem cell;nonhuman;nuclear reprogramming;priority journal;somatic cell;X chromosome;X chromosome inactivation;DNA (Cytosine-5-)-Methyltransferase;X Chromosome",NA,NA
"181","rayyan-902924853","SMC1A expression and mechanism of pathogenicity in probands with X-linked Cornelia de Lange Syndrome",2009,NA,NA,"Human Mutation","1059-7794",30,11,"1535-1542","Liu, J. and Feldman, R. and Zhang, Z. and Deardorff, M. A. and Haverfield, E. V. and Kaur, M. and Li, J. R. and Clark, D. and Kline, A. D. and Waggoner, D. J. and Das, S. and Jackson, L. G. and Krantz, I. D.","https://www.embase.com/search/results?subaction=viewrecord&id=L355564733&from=exporthttp://dx.doi.org/10.1002/humu.21095",NA,NA,NA,"Cornelia de Lange Syndrome (CdLS) is a dominantly inherited heterogeneous genetic disorder with multisystem abnormalities. Sixty percent of probands with CdLS have heterozygous mutations in the Nipped-B-like (NIPBL) gene, 5% have mutations in the SMC1A gene, and one proband was found to have a mutation in the SMC3 gene. Cohesin is a multisubunit complex consisting of a SMC1A and SMC3 heterodimer and two non-SMC subunits. SMC1A is located on the human X chromosome and is reported to escape X inactivation. Twenty-nine unrelated CdLS probands with 21 unique SMC1A mutations have been identified including seven males. All mutations identified to date are either missense or small deletions, with all presumably preserving the protein open reading frame. Both wild-type and mutant alleles are expressed. Females quantitatively express twice the amount of SMC1A mRNA compared to males. The transcriptional profiling of 23 selected genes is different in SMC1A mutant probands, controls, and NIPBL mutant probands. These results suggest that mechanistically SMC1A-related CdLS is not due to altered levels of the SMC1A transcript, but rather that the mutant proteins maintain a residual function in males and enact a dominant negative effect in females. © 2009 Wiley-Liss, Inc.","L355564733 2009-11-30","10.1002/humu.21095","cohesin;genomic DNA;heterodimer;messenger RNA;mutant protein;protein subunit;smc1a;unclassified drug;allele;article;blood sampling;codon;controlled study;de Lange syndrome;deletion mutant;female;gene expression;genetic analysis;genetic transcription;heterozygote;human;male;microarray analysis;missense mutation;nucleotide sequence;open reading frame;pathogenicity;priority journal;progeny;reverse transcription polymerase chain reaction;sex difference;X chromosome inactivation;X chromosome linked disorder",NA,NA
"182","rayyan-902924854","Landscape of DNA methylation on the X chromosome reflects CpG density, functional chromatin state and X-chromosome inactivation",2015,NA,NA,"Human Molecular Genetics","1460-2083 0964-6906",24,6,"1528-1539","Cotton, A. M. and Price, E. M. and Jones, M. J. and Balaton, B. P. and Kobor, M. S. and Brown, C. J.","https://www.embase.com/search/results?subaction=viewrecord&id=L605131509&from=exporthttp://dx.doi.org/10.1093/hmg/ddu564",NA,NA,NA,"X-chromosome inactivation (XCI) achieves dosage compensation between males and females through the silencing of the majority of genes on one of the female X chromosomes. Thus, the female X chromosomes provide a unique opportunity to study euchromatin and heterochromatin of allelic regions within the same nuclear environment. We examined the interplay of DNA methylation (DNAm) with CpG density, transcriptional activity and chromatin state at genes on the X chromosome using over 1800 female samples analysed with the Illumina Infinium Human Methylation450 BeadChip. DNAm was used to predict an inactivation status for 63 novel transcription start sites (TSSs) across 27 tissues. There was high concordance of inactivation status across tissues, with 62% of TSSs subject to XCI in all 27 tissues examined, whereas 9% escaped from XCI in all tissues, and the remainder showed variable escape from XCI between females in subsets of tissues. Inter-female and twin data supported a model of predominately cis-acting influences on inactivation status. The level of expression from the inactive X relative to the active X correlated with the amount of female promoter DNAm to a threshold of ~30%, beyond which genes were consistently subject to inactivation. The inactive X showed lower DNAm than the active X at intragenic and intergenic regions for genes subject to XCI, but not at genes that escape from inactivation. Our categorization of genes that escape from X inactivation provides candidates for sex-specific differences in disease.","L605131509 2015-07-13 2021-07-13","10.1093/hmg/ddu564","cis acting element;DNA;intragenic region;spacer DNA;trans acting factor;unclassified drug;article;chromatin;controlled study;cpg density;CpG island;density;DNA methylation;enhancer region;female;gene expression profiling;genetic association;genetic correlation;genetic transcription;human;human cell;human tissue;major clinical study;male;nucleotide sequence;prediction;priority journal;promoter region;sex difference;transcription initiation site;twins;X chromosome;X chromosome inactivation;X Chromosome;DNA (Cytosine-5-)-Methyltransferase;Methylation",NA,NA
"183","rayyan-902924855","Current concepts: The biology of human sex differences",2006,4,6,"New England Journal of Medicine","0028-4793 1533-4406 J9 - NEW ENGL J MED",354,14,"1507-1514","Federman, D. D.","",NA,NA,NA,"","Times Cited in Web of Science Core Collection: 94 Total Times Cited: 99 Cited Reference Count: 32","10.1056/NEJMra052529","estrogen-receptors;x-inactivation;y-chromosome;gene;coregulators;deficiency;sequence;region;DNA;Humanities;Humanism;Humans;Sex Characteristics",NA,NA
"184","rayyan-902924856","Long noncoding RNA XIST: Mechanisms for X chromosome inactivation, roles in sex-biased diseases, and therapeutic opportunities",2022,NA,NA,"Genes and Diseases","2352-3042",9,6,"1478-1492","Li, J. and Ming, Z. and Yang, L. and Wang, T. and Liu, G. and Ma, Q.","https://www.embase.com/search/results?subaction=viewrecord&id=L2018357719&from=exporthttp://dx.doi.org/10.1016/j.gendis.2022.04.007",NA,NA,NA,"Sexual dimorphism has been reported in various human diseases including autoimmune diseases, neurological diseases, pulmonary arterial hypertension, and some types of cancers, although the underlying mechanisms remain poorly understood. The long noncoding RNA (lncRNA) X-inactive specific transcript (XIST) is involved in X chromosome inactivation (XCI) in female placental mammals, a process that ensures the balanced expression dosage of X-linked genes between sexes. XIST is abnormally expressed in many sex-biased diseases. In addition, escape from XIST-mediated XCI and skewed XCI also contribute to sex-biased diseases. Therefore, its expression or modification can be regarded as a biomarker for the diagnosis and prognosis of many sex-biased diseases. Genetic manipulation of XIST expression can inhibit the progression of some of these diseases in animal models, and therefore XIST has been proposed as a potential therapeutic target. In this manuscript, we summarize the current knowledge about the mechanisms for XIST-mediated XCI and the roles of XIST in sex-biased diseases, and discuss potential therapeutic strategies targeting XIST.","L2018357719 2022-05-27","10.1016/j.gendis.2022.04.007","adult;animal experiment;animal model;autoimmune disease;cancer prognosis;controlled study;epigenetics;female;gene expression;genetic manipulation;genetic transcription;human;male;malignant neoplasm;neurologic disease;nonhuman;placental mammal;prognosis;protein expression;protein function;pulmonary hypertension;review;sex difference;X chromosome inactivation;biological marker;endogenous compound;long untranslated RNA;X Chromosome",NA,NA
"185","rayyan-902924857","Dosage compensation and demasculinization of X chromosomes in Drosophila",2010,8,24,"Curr Biol","0960-9822 (Print) 0960-9822",20,16,"1476-1481","Bachtrog, D. and Toda, N. R. and Lockton, S.","",NA,NA,NA,"The X chromosome of Drosophila shows a deficiency of genes with male-biased expression, whereas mammalian X chromosomes are enriched for spermatogenesis genes expressed premeiosis and multicopy testis genes. Meiotic X-inactivation and sexual antagonism can only partly account for these patterns. Here, we show that dosage compensation (DC) in Drosophila may contribute substantially to the depletion of male genes on the X. To equalize expression between X-linked and autosomal genes in the two sexes, male Drosophila hypertranscribe their single X, whereas female mammals silence one of their two X chromosomes. We combine fine-scale mapping data of dosage compensated regions with genome-wide expression profiles and show that most male-biased genes on the D. melanogaster X are located outside dosage compensated regions. Additionally, X-linked genes that have newly acquired male-biased expression in D. melanogaster are less likely to be dosage compensated, and parental X-linked genes that gave rise to an autosomal male-biased retrocopy are more likely located within compensated regions. This suggests that DC contributes to the observed demasculinization of X chromosomes in Drosophila, both by limiting the emergence of male-biased expression patterns of existing X genes, and by contributing to gene trafficking of male genes off the X.","1879-0445 Bachtrog, Doris Toda, Nicholas R T Lockton, Steven R01 GM076007/GM/NIGMS NIH HHS/United States R01 GM076007-06/GM/NIGMS NIH HHS/United States R01GM093182/GM/NIGMS NIH HHS/United States R01GM076007/GM/NIGMS NIH HHS/United States Journal Article Research Support, N.I.H., Extramural Research Support, Non-U.S. Gov't England 2010/08/14 Curr Biol. 2010 Aug 24;20(16):1476-81. doi: 10.1016/j.cub.2010.06.076. Epub 2010 Aug 12.","10.1016/j.cub.2010.06.076","Animals;*Dosage Compensation, Genetic;Drosophila melanogaster/*genetics;Female;Gene Expression Regulation;Male;Models, Genetic;Retroelements;Sex Factors;*X Chromosome;X Chromosome",NA,NA
"186","rayyan-902924858","Inherent X-Linked Genetic Variability and Cellular Mosaicism Unique to Females Contribute to Sex-Related Differences in the Innate Immune Response",2017,NA,NA,"Front Immunol","1664-3224 (Print) 1664-3224",8,NA,"1455","Spolarics, Z. and Peña, G. and Qin, Y. and Donnelly, R. J. and Livingston, D. H.","",NA,NA,NA,"Females have a longer lifespan and better general health than males. Considerable number of studies also demonstrated that, after trauma and sepsis, females present better outcomes as compared to males indicating sex-related differences in the innate immune response. The current notion is that differences in the immuno-modulatory effects of sex hormones are the underlying causative mechanism. However, the field remains controversial and the exclusive role of sex hormones has been challenged. Here, we propose that polymorphic X-linked immune competent genes, which are abundant in the population are important players in sex-based immuno-modulation and play a key role in causing sex-related outcome differences following trauma or sepsis. We describe the differences in X chromosome (ChrX) regulation between males and females and its consequences in the context of common X-linked polymorphisms at the individual as well as population level. We also discuss the potential pathophysiological and immune-modulatory aspects of ChrX cellular mosaicism, which is unique to females and how this may contribute to sex-biased immune-modulation. The potential confounding effects of ChrX skewing of cell progenitors at the bone marrow is also presented together with aspects of acute trauma-induced de novo ChrX skewing at the periphery. In support of the hypothesis, novel observations indicating ChrX skewing in a female trauma cohort as well as case studies depicting the temporal relationship between trauma-induced cellular skewing and the clinical course are also described. Finally, we list and discuss a selected set of polymorphic X-linked genes, which are frequent in the population and have key regulatory or metabolic functions in the innate immune response and, therefore, are primary candidates for mediating sex-biased immune responses. We conclude that sex-related differences in a variety of disease processes including the innate inflammatory response to injury and infection may be related to the abundance of X-linked polymorphic immune-competent genes, differences in ChrX regulation, and inheritance patterns between the sexes and the presence of X-linked cellular mosaicism, which is unique to females.","1664-3224 Spolarics, Zoltan Peña, Geber Qin, Yong Donnelly, Robert J Livingston, David H R01 GM118602/GM/NIGMS NIH HHS/United States Journal Article Switzerland 2017/11/29 Front Immunol. 2017 Nov 13;8:1455. doi: 10.3389/fimmu.2017.01455. eCollection 2017.","10.3389/fimmu.2017.01455","X chromosome inactivation;X chromosome skewing;cellular mosaicism;infection;injury;sepsis;sexual dimorphism;Tocopherols",NA,NA
"187","rayyan-902924859","A TAD boundary is preserved upon deletion of the CTCF-rich Firre locus",2018,4,13,"Nat Commun","2041-1723",9,1,"1444","Barutcu, A. R. and Maass, P. G. and Lewandowski, J. P. and Weiner, C. L. and Rinn, J. L.","",NA,NA,NA,"The binding of the transcriptional regulator CTCF to the genome has been implicated in the formation of topologically associated domains (TADs). However, the general mechanisms of folding the genome into TADs are not fully understood. Here we test the effects of deleting a CTCF-rich locus on TAD boundary formation. Using genome-wide chromosome conformation capture (Hi-C), we focus on one TAD boundary on chromosome X harboring ~ 15 CTCF binding sites and located at the long non-coding RNA (lncRNA) locus Firre. Specifically, this TAD boundary is invariant across evolution, tissues, and temporal dynamics of X-chromosome inactivation. We demonstrate that neither the deletion of this locus nor the ectopic insertion of Firre cDNA or its ectopic expression are sufficient to alter TADs in a sex-specific or allele-specific manner. In contrast, Firre's deletion disrupts the chromatin super-loop formation of the inactive X-chromosome. Collectively, our findings suggest that apart from CTCF binding, additional mechanisms may play roles in establishing TAD boundary formation.","2041-1723 Barutcu, A Rasim Orcid: 0000-0002-4838-8695 Maass, Philipp G Orcid: 0000-0002-2742-8301 Lewandowski, Jordan P Weiner, Catherine L Orcid: 0000-0002-0183-968x Rinn, John L Orcid: 0000-0002-7231-7539 P01 GM099117/GM/NIGMS NIH HHS/United States R01 MH102416/MH/NIMH NIH HHS/United States U01 DA040612-01/NH/NIH HHS/United States R01 MH102416/NH/NIH HHS/United States Journal Article Research Support, N.I.H., Extramural Research Support, Non-U.S. Gov't England 2018/04/15 Nat Commun. 2018 Apr 13;9(1):1444. doi: 10.1038/s41467-018-03614-0.","10.1038/s41467-018-03614-0","Animals;Binding Sites;CCCTC-Binding Factor/*chemistry/genetics;Chromatin/chemistry;*Chromosomes, Human, X;DNA, Complementary/metabolism;Female;*Gene Deletion;Gene Library;Genome, Human;Humans;K562 Cells;Male;Mice;Mice, Knockout;Promoter Regions, Genetic;Protein Binding;Protein Domains;RNA, Long Noncoding/*genetics/metabolism;Repressor Proteins/metabolism;Sequence Deletion;Transcription, Genetic;X Chromosome;*X Chromosome Inactivation",NA,NA
"188","rayyan-902924860","Female human primordial germ cells display X-chromosome dosage compensation despite the absence of X-inactivation",2020,NA,NA,"Nature Cell Biology","1476-4679 1465-7392",22,12,"1436-1446","Chitiashvili, T. and Dror, I. and Kim, R. and Hsu, F. M. and Chaudhari, R. and Pandolfi, E. and Chen, D. and Liebscher, S. and Schenke-Layland, K. and Plath, K. and Clark, A.","https://www.embase.com/search/results?subaction=viewrecord&id=L2007470735&from=exporthttp://dx.doi.org/10.1038/s41556-020-00607-4",NA,NA,NA,"X-chromosome dosage compensation in female placental mammals is achieved by X-chromosome inactivation (XCI). Human pre-implantation embryos are an exception, in which dosage compensation occurs by X-chromosome dampening (XCD). Here, we examined whether XCD extends to human prenatal germ cells given their similarities to naive pluripotent cells. We found that female human primordial germ cells (hPGCs) display reduced X-linked gene expression before entering meiosis. Moreover, in hPGCs, both X chromosomes are active and express the long non-coding RNAs X active coating transcript (XACT) and X inactive specific transcript (XIST)—the master regulator of XCI—which are silenced after entry into meiosis. We find that XACT is a hPGC marker, describe XCD associated with XIST expression in hPGCs and suggest that XCD evolved in humans to regulate X-linked genes in pre-implantation embryos and PGCs. Furthermore, we found a unique mechanism of X-chromosome regulation in human primordial oocytes. Therefore, future studies of human germline development must consider the sexually dimorphic X-chromosome dosage compensation mechanisms in the prenatal germline.","L2007470735 2020-12-07 2020-12-18","10.1038/s41556-020-00607-4","long untranslated RNA;adult;article;controlled study;embryo;female;fetus;gene;gene expression;gene expression regulation;gene identification;human;human cell;male;meiosis;oogonium;preimplantation embryo;primordial germ cell;priority journal;sex difference;X chromosome;X chromosome inactivation;XACT gene;XIST gene;Humanities;Humanism;Humans",NA,NA
"189","rayyan-902924861","The role of X inactivation and cellular mosaicism in women's health and sex-specific diseases",2006,NA,NA,"Jama","1538-3598 0098-7484",295,12,"1428-1433","Migeon, B. R.","https://www.embase.com/search/results?subaction=viewrecord&id=L43434816&from=exporthttp://dx.doi.org/10.1001/jama.295.12.1428",NA,NA,NA,"Sex-specific manifestations of disease are most often attributed to differences in the reproductive apparatus or in life experiences. However, a good deal of sex differences in health issues have their origins in the genes on the sex chromosomes themselves and in X inactivation-the developmental program that equalizes their expression in males and females. Most females are mosaics, having a mixture of cells expressing either their mother's or father's X-linked genes. Often, cell mosaicism is advantageous, ameliorating the deleterious effects of X-linked mutations and contributing to physiological diversity. As a consequence, most X-linked mutations produce male-only diseases. Yet, in some cases the dynamic interactions between cells in mosaic females lead to female-specific disease manifestations. ©2006 American Medical Association. All rights reserved.","L43434816 2006-04-05","10.1001/jama.295.12.1428","article;autoimmune disease;female;gene mutation;human;mosaicism;phenotype;priority journal;sex difference;X chromosome inactivation;Women's Health",NA,NA
"190","rayyan-902924862","Allele-specific expression analysis reveals conserved and unique features of preimplantation development in equine ICSI embryos",2021,NA,NA,"Biology of Reproduction","1529-7268 0006-3363",105,6,"1416-1426","Goszczynski, D. E. and Tinetti, P. S. and Choi, Y. H. and Ross, P. J. and Hinrichs, K.","https://www.embase.com/search/results?subaction=viewrecord&id=L2021103321&from=exporthttp://dx.doi.org/10.1093/biolre/ioab174",NA,NA,NA,"Embryonic genome activation and dosage compensation are major genetic events in early development. Combined analysis of single embryo RNA-seq data and parental genome sequencing was used to evaluate parental contributions to early development and investigate X-chromosome dynamics. In addition, we evaluated dimorphism in gene expression between male and female embryos. Evaluation of parent-specific gene expression revealed a minor increase in paternal expression at the 4-cell stage that increased at the 8-cell stage. We also detected eight genes with allelic expression bias that may have an important role in early development, notably NANOGNB. The main actor in X-chromosome inactivation, XIST, was significantly upregulated at the 8-cell, morula, and blastocyst stages in female embryos, with high expression at the latter. Sexual dimorphism in gene expression was identified at all stages, with strong representation of the X-chromosome in females from the 16-cell to the blastocyst stage. Female embryos showed biparental X-chromosome expression at all stages after the 4-cell stage, demonstrating the absence of imprinted X-inactivation at the embryo level. The analysis of gene dosage showed incomplete dosage compensation (0.5 < X:A < 1) in MII oocytes and embryos up to the 4-cell stage, an increase of the X:A ratio at the 16-cell and morula stages after genome activation, and a decrease of the X:A ratio at the blastocyst stage, which might be associated with the beginning of X-chromosome inactivation. This study represents the first critical analysis of parent- and sex-specific gene expression in early equine embryos produced in vitro.","L2021103321 2022-11-18","10.1093/biolre/ioab174","allele;animal experiment;article;blastocyst;chromatin assembly and disassembly;controlled study;embryo;female;gene expression;gene expression profiling;horse;human;in vitro study;intracytoplasmic sperm injection;male;morula;nonhuman;oocyte;protein expression;protein function;RNA sequencing;sex difference;X chromosome;X chromosome inactivation;Alleles;Sperm Injections, Intracytoplasmic;Tocopherols",NA,NA
"191","rayyan-902924863","Sex differences in sex chromosome gene expression in mouse brain",2002,NA,NA,"Human Molecular Genetics","0964-6906",11,12,"1409-1419","Kuschel, B. and Auranen, A. and McBride, S. and Novik, K. L. and Antoniou, A. and Lipscombe, J. M. and Day, N. E. and Easton, D. F. and Ponder, B. A. J. and Pharoah, P. D. P. and Dunning, A.","https://www.embase.com/search/results?subaction=viewrecord&id=L34746541&from=export",NA,NA,NA,"A major question is whether genes encoded on the sex chromosomes act directly in non-gonadal tissues to cause sex differences in development or function, or whether all sex differences in somatic tissues are induced by gonadal secretions. As part of this question we asked whether mouse X-Y homologous gene pairs are expressed in brain in a sex-specific fashion. Using RT-PCR and northern blot analysis, we assessed mRNA expression in brain of eight Y-linked genes as well as their X-linked homologues, at three ages: 13.5 days post coitum, the day of birth (P1) and adult. Transcripts of six Y genes were expressed at one or more ages: Usp9y, Ube1y, Smcy, Eif2s3y, Uty and Dby. Their expression also occurred in XY female brain, and therefore does not require testicular secretions. Six X-linked homologues (Usp9x, Ube1x, Smcx, Eif2s3x, Utx and Dbx) were also expressed in brain, and in adulthood all of these transcripts were expressed at significantly higher levels in brains of females than in brains of males, irrespective of their X-inactivation status. For five of these gene pairs, the expression of the Y-linked homologue in males was not sufficient to compensate for the female bias in X gene expression. Three X-Y gene pairs, Usp9x/y, Ube1x/y and Eif2s3x/y, appeared to be differentially regulated (expressed in brain in a different age- or tissue-dependent pattern), and hence may not be functionally equivalent. These sex differences in X-Y gene expression suggest several mechanisms by which these genes may participate in sex differences in brain development and function.","L34746541 2002-07-22","","chromosome protein;messenger RNA;animal tissue;article;brain development;brain function;brain tissue;chromosome inactivation;controlled study;female;gene expression regulation;genetic transcription;male;mouse;nonhuman;Northern blotting;nucleotide sequence;priority journal;reverse transcription polymerase chain reaction;sex chromosome;sex difference;testis;X chromosome;Y chromosome;Sex Characteristics;Sex Chromosomes;Gene Expression;Brain",NA,NA
"192","rayyan-902924864","X chromosome inactivation in females with multiple sclerosis",2007,12,NA,"Eur J Neurol","1351-5101",14,12,"1392-1396","Knudsen, G. P. and Harbo, H. F. and Smestad, C. and Celius, E. G. and Akesson, E. and Oturai, A. and Ryder, L. P. and Spurkland, A. and Ørstavik, K. H.","",NA,NA,NA,"The aetiology of multiple sclerosis (MS) is unknown. Autoimmune mechanisms are most probably involved. Loss of immunological tolerance to self-antigens is a common feature of autoimmune disorders. Response to X-linked self-antigens could be influenced by X-chromosome inactivation, and contribute to the gender bias observed in autoimmune disorders. Previous studies have indicated an association between skewed X inactivation and autoimmune thyroid disease and scleroderma. To investigate a potential role of X inactivation in MS, we compared the X-inactivation pattern in 568 female MS patients with controls. We found no difference in degree of skewing between patients (median 64%) and controls (median 65%) (P = 0.474). The X-inactivation pattern did thus not explain the female predominance of MS patients in general. As the aetiology of different subgroups of MS may differ, patients were grouped according to disease course: relapsing-remitting (RR-MS), secondary progressive (SP-MS) and primary progressive (PP-MS). A comparison of the X-inactivation pattern between subgroups indicated a possible difference in degree of skewing between patients with a progressive versus a relapsing course (P = 0.05).","1468-1331 Knudsen, G P S Harbo, H F Smestad, C Celius, E G Akesson, E Oturai, A Ryder, L P Spurkland, A Ørstavik, K H Comparative Study Journal Article Research Support, Non-U.S. Gov't England 2007/11/01 Eur J Neurol. 2007 Dec;14(12):1392-6. doi: 10.1111/j.1468-1331.2007.01987.x. Epub 2007 Oct 26.","10.1111/j.1468-1331.2007.01987.x","Adult;Age Factors;Aged;Data Interpretation, Statistical;Female;Genetic Predisposition to Disease/*genetics;Genetic Variation/genetics;Humans;Middle Aged;Models, Genetic;Multiple Sclerosis/*genetics;Multiple Sclerosis, Chronic Progressive/genetics;Multiple Sclerosis, Relapsing-Remitting/genetics;Sex Factors;X Chromosome Inactivation/*genetics;X Chromosome;Multiple Sclerosis",NA,NA
"193","rayyan-902924865","Human active X-specific DNA methylation events showing stability across time and tissues",2014,NA,NA,"European journal of human genetics : EJHG","1476-5438",22,12,"1376-1381","Joo, J. E. and Novakovic, B. and Cruickshank, M. and Doyle, L. W. and Craig, J. M. and Saffery, R.","https://www.embase.com/search/results?subaction=viewrecord&id=L605489378&from=exporthttp://dx.doi.org/10.1038/ejhg.2014.34",NA,NA,NA,"The phenomenon of X chromosome inactivation in female mammals is well characterised and remains the archetypal example of dosage compensation via monoallelic expression. The temporal series of events that culminates in inactive X-specific gene silencing by DNA methylation has revealed a 'patchwork' of gene inactivation along the chromosome, with approximately 15% of genes escaping. Such genes are therefore potentially subject to sex-specific imbalance between males and females. Aside from XIST, the non-coding RNA on the X chromosome destined to be inactivated, very little is known about the extent of loci that may be selectively silenced on the active X chromosome (Xa). Using longitudinal array-based DNA methylation profiling of two human tissues, we have identified specific and widespread active X-specific DNA methylation showing stability over time and across tissues of disparate origin. Our panel of X-chromosome loci subject to methylation on Xa reflects a potentially novel mechanism for controlling female-specific X inactivation and sex-specific dimorphisms in humans. Further work is needed to investigate these phenomena.","L605489378 2015-08-11","10.1038/ejhg.2014.34","untranslated RNA;DNA methylation;female;gene expression regulation;gene locus;gene silencing;genetic database;genetics;human;male;twins;X chromosome;X chromosome inactivation;Humanities;Humanism;Humans;DNA (Cytosine-5-)-Methyltransferase",NA,NA
"194","rayyan-902924866","High-resolution analysis of epigenetic changes associated with X inactivation",2009,NA,NA,"Genome Research","1088-9051 1549-5469",19,8,"1361-1373","Marks, H. and Chow, J. C. and Denissov, S. and Françoijs, K. J. and Brockdorff, N. and Heard, E. and Stunnenberg, H. G.","https://www.embase.com/search/results?subaction=viewrecord&id=L355049283&from=exporthttp://dx.doi.org/10.1101/gr.092643.109",NA,NA,NA,"Differentiation of female murine ES cells triggers silencing of one X chromosome through X-chromosome inactivation (XCI). Immunofluorescence studies showed that soon after Xist RNA coating the inactive X (Xi) undergoes many heterochromatic changes, including the acquisition of H3K27me3. However, the mechanisms that lead to the establishment of heterochromatin remain unclear. We first analyze chromatin changes by ChIP-chip, as well as RNA expression, around the X-inactivation center (Xic) in female and male ES cells, and their day 4 and 10 differentiated derivatives. A dynamic epigenetic landscape is observed within the Xic locus. Tsix repression is accompanied by deposition of H3K27me3 at its promoter during differentiation of both female and male cells. However, only in female cells does an active epigenetic landscape emerge at the Xist locus, concomitant with high Xist expression. Several regions within and around the Xic show unsuspected chromatin changes, and we define a series of unusual loci containing highly enriched H3K27me3. Genomewide ChIP-seq analyses show a female-specific quantitative increase of H3K27me3 across the X chromosome as XCI proceeds in differentiating female ES cells. Using female ES cells with nonrandom XCI and polymorphic X chromosomes, we demonstrate that this increase is specific to the Xi by allele-specific SNP mapping of the ChIP-seq tags. H3K27me3 becomes evenly associated with the Xi in a chromosome-wide fashion. A selective and robust increase of H3K27me3 and concomitant decrease in H3K4me3 is observed over active genes. This indicates that deposition of H3K27me3 during XCI is tightly associated with the act of silencing of individual genes across the Xi. © 2009 by Cold Spring Harbor Laboratory Press.","L355049283 2009-09-21","10.1101/gr.092643.109","DNA;histone H3;lysine;RNA;allele;animal cell;article;cell culture;cell differentiation;chromatin immunoprecipitation;embryonic stem cell;epigenetics;female;fluorescence in situ hybridization;gene;gene assignment;gene expression;gene repression;gene silencing;heterochromatin;immunofluorescence;male;microarray analysis;mouse;nonhuman;nucleotide sequence;priority journal;promoter region;protein expression;quantitative analysis;reverse transcription polymerase chain reaction;sex difference;tsix gene;X chromosome inactivation;xist gene",NA,NA
